year,county,season,crop,area_harvested_ha,rainfall_mm,avg_temp_c,fertiliser_use_kg_ha,seed_variety,yield_tonnes_ha
2000,Embu,Long Rains,Beans,1.57,341.5,19.5,59.2,Traditional,0.21
2000,Embu,Long Rains,Maize,14.49,348.9,19.5,59.2,Traditional,0.37
2000,Embu,Long Rains,Coffee,4.03,298.0,19.8,59.2,Hybrid,0.28
2000,Embu,Short Rains,Beans,9.86,251.0,21.1,59.2,Improved Traditional,0.2
2000,Embu,Short Rains,Maize,13.26,242.4,21.7,59.2,Traditional,0.48
2000,Embu,Short Rains,Coffee,7.34,231.2,20.2,59.2,Traditional,0.23
2000,Meru,Long Rains,Beans,11.79,386.2,16.5,74.4,Hybrid,0.61
2000,Meru,Long Rains,Maize,5.4,216.6,16.8,74.4,Hybrid,0.2
2000,Meru,Long Rains,Coffee,12.54,277.4,16.0,74.4,Hybrid,0.21
2000,Meru,Long Rains,Potatoes,13.39,443.1,17.4,74.4,Traditional,0.95
2000,Meru,Short Rains,Beans,11.32,310.9,16.9,74.4,Traditional,0.2
2000,Meru,Short Rains,Maize,7.05,175.7,17.8,74.4,Hybrid,0.3
2000,Meru,Short Rains,Coffee,7.44,249.6,17.2,74.4,Improved Traditional,0.27
2000,Meru,Short Rains,Potatoes,14.65,227.6,16.0,74.4,Improved Traditional,1.18
2000,Tharaka-Nithi,Long Rains,Beans,4.88,464.0,21.0,89.7,Traditional,0.4
2000,Tharaka-Nithi,Long Rains,Maize,8.36,326.6,20.1,89.7,Hybrid,2.6
2000,Tharaka-Nithi,Short Rains,Beans,7.41,330.0,18.6,89.7,Improved Traditional,0.27
2000,Tharaka-Nithi,Short Rains,Maize,1.23,212.6,20.5,89.7,Traditional,0.45
2000,Nyandarua,Long Rains,Beans,8.68,510.8,13.7,120.3,Hybrid,0.79
2000,Nyandarua,Long Rains,Maize,2.54,444.3,15.6,120.3,Hybrid,0.81
2000,Nyandarua,Long Rains,Potatoes,10.23,353.0,17.0,120.3,Improved Traditional,1.85
2000,Nyandarua,Short Rains,Beans,9.66,480.2,17.9,120.3,Hybrid,1.36
2000,Nyandarua,Short Rains,Maize,3.78,365.9,16.5,120.3,Improved Traditional,0.66
2000,Nyandarua,Short Rains,Potatoes,7.72,195.0,15.9,120.3,Hybrid,1.1
2000,Nairobi,Long Rains,Beans,14.72,277.0,18.1,6.7,Traditional,0.2
2000,Nairobi,Long Rains,Maize,5.21,357.2,19.6,6.7,Traditional,0.25
2000,Nairobi,Short Rains,Beans,10.93,216.7,18.8,6.7,Hybrid,0.2
2000,Nairobi,Short Rains,Maize,2.08,284.5,18.0,6.7,Traditional,0.2
2000,Machakos,Long Rains,Sorghum,4.89,306.0,24.3,71.2,Traditional,0.58
2000,Machakos,Long Rains,Beans,10.51,198.3,19.7,71.2,Traditional,0.2
2000,Machakos,Long Rains,Maize,1.9,295.6,21.8,71.2,Traditional,0.37
2000,Machakos,Short Rains,Sorghum,14.36,329.0,20.7,71.2,Improved Traditional,0.41
2000,Machakos,Short Rains,Beans,6.03,332.6,23.1,71.2,Traditional,0.39
2000,Machakos,Short Rains,Maize,3.57,210.0,23.7,71.2,Hybrid,0.42
2000,Makueni,Long Rains,Sorghum,12.22,289.1,22.5,11.9,Improved Traditional,0.25
2000,Makueni,Long Rains,Beans,14.9,185.7,24.0,11.9,Traditional,0.2
2000,Makueni,Long Rains,Maize,4.25,287.3,24.8,11.9,Improved Traditional,0.34
2000,Makueni,Short Rains,Sorghum,7.79,101.5,23.3,11.9,Improved Traditional,0.2
2000,Makueni,Short Rains,Beans,9.7,309.5,22.6,11.9,Traditional,0.24
2000,Makueni,Short Rains,Maize,5.84,65.7,25.1,11.9,Hybrid,0.2
2000,Kitui,Long Rains,Sorghum,6.73,239.7,24.0,13.1,Traditional,0.2
2000,Kitui,Long Rains,Beans,14.4,357.1,25.8,13.1,Improved Traditional,0.2
2000,Kitui,Long Rains,Maize,3.36,313.8,24.9,13.1,Hybrid,0.67
2000,Kitui,Short Rains,Sorghum,5.5,248.0,24.9,13.1,Improved Traditional,0.2
2000,Kitui,Short Rains,Beans,0.52,237.3,22.2,13.1,Traditional,0.2
2000,Kitui,Short Rains,Maize,5.72,255.6,23.8,13.1,Traditional,0.2
2000,Mombasa,Long Rains,Beans,1.34,426.6,28.7,25.4,Improved Traditional,0.2
2000,Mombasa,Long Rains,Maize,5.74,274.3,29.9,25.4,Improved Traditional,0.2
2000,Mombasa,Short Rains,Beans,9.99,253.9,28.6,25.4,Traditional,0.2
2000,Mombasa,Short Rains,Maize,9.03,253.1,26.8,25.4,Hybrid,0.2
2000,Kilifi,Long Rains,Beans,2.74,280.8,27.0,39.8,Hybrid,0.2
2000,Kilifi,Long Rains,Maize,13.16,197.3,28.0,39.8,Traditional,0.2
2000,Kilifi,Long Rains,Cassava,4.14,248.8,28.8,39.8,Hybrid,0.41
2000,Kilifi,Short Rains,Beans,7.16,91.4,26.8,39.8,Traditional,0.2
2000,Kilifi,Short Rains,Maize,6.74,241.2,27.9,39.8,Improved Traditional,0.2
2000,Kilifi,Short Rains,Cassava,7.7,220.1,26.9,39.8,Hybrid,0.37
2000,Kwale,Long Rains,Beans,8.68,497.0,29.3,22.0,Improved Traditional,0.2
2000,Kwale,Long Rains,Maize,11.06,473.6,27.6,22.0,Traditional,0.45
2000,Kwale,Long Rains,Cassava,8.06,317.8,26.7,22.0,Traditional,0.2
2000,Kwale,Short Rains,Beans,6.94,171.1,28.8,22.0,Traditional,0.2
2000,Kwale,Short Rains,Maize,4.86,352.8,28.8,22.0,Traditional,0.2
2000,Kwale,Short Rains,Cassava,10.4,404.2,29.0,22.0,Traditional,0.2
2000,Tana River,Long Rains,Beans,1.85,188.0,28.6,9.3,Traditional,0.2
2000,Tana River,Long Rains,Maize,1.13,211.1,28.2,9.3,Traditional,0.2
2000,Tana River,Long Rains,Rice,3.75,208.7,29.6,9.3,Traditional,0.2
2000,Tana River,Short Rains,Beans,5.47,102.2,29.8,9.3,Hybrid,0.2
2000,Tana River,Short Rains,Maize,12.33,50.0,29.8,9.3,Traditional,0.2
2000,Tana River,Short Rains,Rice,1.07,50.0,26.6,9.3,Improved Traditional,0.2
2000,Lamu,Long Rains,Beans,14.81,302.4,28.5,5.3,Traditional,0.2
2000,Lamu,Long Rains,Maize,1.91,374.5,26.8,5.3,Traditional,0.2
2000,Lamu,Short Rains,Beans,4.88,192.6,27.8,5.3,Improved Traditional,0.2
2000,Lamu,Short Rains,Maize,3.97,337.2,30.0,5.3,Traditional,0.2
2000,Taita Taveta,Long Rains,Beans,13.26,235.0,22.5,7.5,Hybrid,0.2
2000,Taita Taveta,Long Rains,Maize,7.47,251.5,24.5,7.5,Traditional,0.2
2000,Taita Taveta,Short Rains,Beans,3.08,230.9,23.7,7.5,Hybrid,0.2
2000,Taita Taveta,Short Rains,Maize,6.87,252.2,25.8,7.5,Traditional,0.2
2000,Garissa,Long Rains,Sorghum,6.44,140.4,30.5,18.0,Hybrid,0.36
2000,Garissa,Long Rains,Beans,9.39,175.6,33.9,18.0,Traditional,0.2
2000,Garissa,Long Rains,Maize,14.88,115.0,34.7,18.0,Traditional,0.2
2000,Garissa,Short Rains,Sorghum,2.82,82.1,31.4,18.0,Hybrid,0.2
2000,Garissa,Short Rains,Beans,12.33,67.9,33.6,18.0,Traditional,0.2
2000,Garissa,Short Rains,Maize,13.59,114.5,33.2,18.0,Traditional,0.2
2000,Wajir,Long Rains,Sorghum,13.49,74.9,31.8,33.9,Hybrid,0.2
2000,Wajir,Long Rains,Beans,10.17,122.2,35.5,33.9,Traditional,0.2
2000,Wajir,Long Rains,Maize,2.86,95.8,34.6,33.9,Improved Traditional,0.2
2000,Wajir,Short Rains,Sorghum,9.96,50.0,33.9,33.9,Traditional,0.2
2000,Wajir,Short Rains,Beans,6.34,124.9,34.8,33.9,Improved Traditional,0.2
2000,Wajir,Short Rains,Maize,3.42,113.5,35.8,33.9,Improved Traditional,0.2
2000,Mandera,Long Rains,Sorghum,8.8,113.3,32.3,3.6,Hybrid,0.2
2000,Mandera,Long Rains,Beans,1.21,65.2,33.6,3.6,Traditional,0.2
2000,Mandera,Long Rains,Maize,7.51,122.6,33.8,3.6,Improved Traditional,0.2
2000,Mandera,Short Rains,Sorghum,8.72,55.3,37.5,3.6,Traditional,0.2
2000,Mandera,Short Rains,Beans,6.24,50.2,33.9,3.6,Hybrid,0.2
2000,Mandera,Short Rains,Maize,5.55,112.5,34.3,3.6,Hybrid,0.2
2000,Turkana,Long Rains,Sorghum,7.73,129.9,34.6,35.6,Traditional,0.2
2000,Turkana,Long Rains,Beans,13.13,88.5,35.1,35.6,Improved Traditional,0.2
2000,Turkana,Long Rains,Maize,3.62,201.6,35.8,35.6,Hybrid,0.2
2000,Turkana,Short Rains,Sorghum,10.92,89.5,35.7,35.6,Improved Traditional,0.2
2000,Turkana,Short Rains,Beans,14.99,102.7,33.1,35.6,Traditional,0.2
2000,Turkana,Short Rains,Maize,0.92,116.4,37.5,35.6,Traditional,0.2
2000,West Pokot,Long Rains,Beans,4.4,292.8,21.3,70.1,Improved Traditional,0.2
2000,West Pokot,Long Rains,Maize,8.4,243.6,21.0,70.1,Traditional,0.54
2000,West Pokot,Short Rains,Beans,11.85,193.0,23.5,70.1,Hybrid,0.2
2000,West Pokot,Short Rains,Maize,10.17,294.4,23.5,70.1,Traditional,0.59
2000,Samburu,Long Rains,Beans,11.25,207.4,26.6,30.1,Traditional,0.2
2000,Samburu,Long Rains,Maize,4.82,98.4,26.0,30.1,Hybrid,0.2
2000,Samburu,Short Rains,Beans,9.5,50.0,25.5,30.1,Traditional,0.2
2000,Samburu,Short Rains,Maize,4.2,177.1,29.1,30.1,Hybrid,0.2
2000,Baringo,Long Rains,Beans,12.58,360.8,23.2,34.5,Traditional,0.27
2000,Baringo,Long Rains,Maize,11.95,436.0,26.7,34.5,Improved Traditional,0.57
2000,Baringo,Short Rains,Beans,12.02,225.9,24.7,34.5,Hybrid,0.2
2000,Baringo,Short Rains,Maize,3.3,254.9,22.6,34.5,Traditional,0.31
2000,Laikipia,Long Rains,Wheat,8.03,266.2,21.5,55.7,Improved Traditional,0.2
2000,Laikipia,Long Rains,Beans,8.15,357.1,20.9,55.7,Hybrid,0.63
2000,Laikipia,Long Rains,Maize,12.91,424.4,18.3,55.7,Traditional,1.08
2000,Laikipia,Short Rains,Wheat,9.9,298.4,19.7,55.7,Traditional,0.52
2000,Laikipia,Short Rains,Beans,6.13,216.8,20.2,55.7,Traditional,0.2
2000,Laikipia,Short Rains,Maize,5.76,221.6,14.3,55.7,Traditional,0.2
2000,Kisumu,Long Rains,Beans,14.55,486.4,22.3,74.0,Hybrid,0.86
2000,Kisumu,Long Rains,Maize,2.58,356.4,23.7,74.0,Hybrid,0.59
2000,Kisumu,Short Rains,Beans,13.3,391.1,23.3,74.0,Improved Traditional,0.2
2000,Kisumu,Short Rains,Maize,10.99,291.3,22.8,74.0,Improved Traditional,0.44
2000,Siaya,Long Rains,Beans,8.98,548.7,23.0,52.7,Traditional,0.4
2000,Siaya,Long Rains,Maize,3.46,406.0,22.1,52.7,Traditional,0.46
2000,Siaya,Long Rains,Cassava,9.02,486.8,21.4,52.7,Hybrid,2.14
2000,Siaya,Short Rains,Beans,10.97,442.8,22.8,52.7,Improved Traditional,0.2
2000,Siaya,Short Rains,Maize,1.04,341.5,21.5,52.7,Traditional,0.35
2000,Siaya,Short Rains,Cassava,12.19,347.8,23.6,52.7,Traditional,0.51
2000,Homa Bay,Long Rains,Beans,10.63,547.3,24.2,41.1,Hybrid,0.38
2000,Homa Bay,Long Rains,Maize,10.47,435.5,23.3,41.1,Improved Traditional,0.8
2000,Homa Bay,Short Rains,Beans,5.99,112.2,21.9,41.1,Traditional,0.2
2000,Homa Bay,Short Rains,Maize,3.6,391.6,23.8,41.1,Traditional,0.39
2000,Migori,Long Rains,Beans,1.82,568.0,22.6,78.1,Traditional,0.28
2000,Migori,Long Rains,Maize,11.28,517.2,21.2,78.1,Improved Traditional,0.3
2000,Migori,Short Rains,Beans,14.6,482.3,24.0,78.1,Traditional,0.2
2000,Migori,Short Rains,Maize,0.61,409.8,21.9,78.1,Traditional,0.27
2000,Kajiado,Long Rains,Beans,14.06,311.1,20.6,30.3,Traditional,0.27
2000,Kajiado,Long Rains,Maize,7.01,226.6,22.1,30.3,Hybrid,0.36
2000,Kajiado,Short Rains,Beans,13.52,93.5,21.1,30.3,Hybrid,0.2
2000,Kajiado,Short Rains,Maize,1.09,195.5,21.4,30.3,Hybrid,0.2
2000,Narok,Long Rains,Wheat,10.09,434.3,18.1,49.5,Improved Traditional,1.68
2000,Narok,Long Rains,Beans,2.92,340.4,17.6,49.5,Improved Traditional,0.22
2000,Narok,Long Rains,Maize,9.52,390.8,18.1,49.5,Improved Traditional,0.26
2000,Narok,Short Rains,Wheat,13.2,219.2,16.3,49.5,Traditional,0.29
2000,Narok,Short Rains,Beans,5.79,425.9,18.3,49.5,Hybrid,0.36
2000,Narok,Short Rains,Maize,9.83,256.4,18.6,49.5,Hybrid,0.3
2000,Elgeyo-Marakwet,Long Rains,Beans,9.31,422.9,17.5,41.3,Improved Traditional,0.2
2000,Elgeyo-Marakwet,Long Rains,Maize,12.5,503.4,18.2,41.3,Traditional,1.1
2000,Elgeyo-Marakwet,Short Rains,Beans,4.77,459.2,18.1,41.3,Traditional,0.33
2000,Elgeyo-Marakwet,Short Rains,Maize,2.9,338.4,18.4,41.3,Improved Traditional,0.2
2000,Busia,Long Rains,Beans,14.34,630.2,20.9,70.9,Traditional,0.67
2000,Busia,Long Rains,Maize,1.52,592.9,20.9,70.9,Improved Traditional,1.78
2000,Busia,Long Rains,Cassava,5.97,780.7,18.4,70.9,Hybrid,1.76
2000,Busia,Long Rains,Rice,12.29,300.7,21.7,70.9,Hybrid,0.56
2000,Busia,Short Rains,Beans,13.46,407.4,20.6,70.9,Traditional,0.2
2000,Busia,Short Rains,Maize,13.96,446.0,21.0,70.9,Traditional,0.51
2000,Busia,Short Rains,Cassava,4.73,380.8,21.7,70.9,Hybrid,0.62
2000,Busia,Short Rains,Rice,7.3,273.5,19.1,70.9,Traditional,0.26
2000,Isiolo,Long Rains,Beans,7.99,132.6,30.9,33.5,Traditional,0.2
2000,Isiolo,Long Rains,Maize,7.51,62.7,29.4,33.5,Improved Traditional,0.2
2000,Isiolo,Short Rains,Beans,1.73,219.1,28.4,33.5,Traditional,0.2
2000,Isiolo,Short Rains,Maize,8.13,179.5,32.4,33.5,Improved Traditional,0.2
2000,Marsabit,Long Rains,Beans,7.31,143.1,30.6,14.2,Hybrid,0.2
2000,Marsabit,Long Rains,Maize,12.28,155.7,32.0,14.2,Hybrid,0.2
2000,Marsabit,Short Rains,Beans,11.34,163.3,33.8,14.2,Improved Traditional,0.2
2000,Marsabit,Short Rains,Maize,8.77,134.6,33.7,14.2,Traditional,0.2
2001,Uasin Gishu,Long Rains,Wheat,9.82,966.1,17.5,85.1,Hybrid,10.37
2001,Uasin Gishu,Long Rains,Beans,14.43,966.6,16.4,85.1,Hybrid,2.39
2001,Uasin Gishu,Long Rains,Maize,4.86,950.3,16.5,85.1,Improved Traditional,2.24
2001,Uasin Gishu,Short Rains,Wheat,12.82,728.8,17.0,85.1,Improved Traditional,4.55
2001,Uasin Gishu,Short Rains,Beans,11.42,314.1,18.8,85.1,Hybrid,0.36
2001,Uasin Gishu,Short Rains,Maize,9.64,629.7,18.1,85.1,Traditional,2.61
2001,Trans Nzoia,Long Rains,Wheat,4.72,1008.5,15.4,132.1,Hybrid,15.9
2001,Trans Nzoia,Long Rains,Beans,8.15,680.0,17.1,132.1,Hybrid,2.17
2001,Trans Nzoia,Long Rains,Maize,5.21,938.1,19.9,132.1,Hybrid,5.96
2001,Trans Nzoia,Short Rains,Wheat,3.73,943.5,16.3,132.1,Improved Traditional,4.88
2001,Trans Nzoia,Short Rains,Beans,10.95,807.5,18.9,132.1,Improved Traditional,2.57
2001,Trans Nzoia,Short Rains,Maize,10.21,1033.5,18.2,132.1,Improved Traditional,3.89
2001,Nakuru,Long Rains,Wheat,7.11,633.7,18.3,129.4,Hybrid,4.68
2001,Nakuru,Long Rains,Beans,4.77,994.6,19.2,129.4,Traditional,3.46
2001,Nakuru,Long Rains,Maize,13.77,1164.2,19.6,129.4,Traditional,5.5
2001,Nakuru,Long Rains,Potatoes,3.23,934.9,16.9,129.4,Hybrid,12.95
2001,Nakuru,Short Rains,Wheat,12.57,221.4,17.9,129.4,Improved Traditional,0.7
2001,Nakuru,Short Rains,Beans,3.59,552.4,16.5,129.4,Hybrid,1.3
2001,Nakuru,Short Rains,Maize,7.13,625.5,17.7,129.4,Hybrid,3.44
2001,Nakuru,Short Rains,Potatoes,11.96,337.9,18.8,129.4,Hybrid,1.24
2001,Nandi,Long Rains,Beans,8.1,1036.7,15.5,151.8,Hybrid,1.56
2001,Nandi,Long Rains,Maize,12.57,413.0,19.3,151.8,Traditional,0.76
2001,Nandi,Long Rains,Tea,6.04,1024.2,16.9,151.8,Traditional,5.67
2001,Nandi,Short Rains,Beans,8.29,333.1,19.2,151.8,Hybrid,0.51
2001,Nandi,Short Rains,Maize,1.82,747.7,19.4,151.8,Hybrid,6.19
2001,Nandi,Short Rains,Tea,11.54,942.6,19.3,151.8,Traditional,5.83
2001,Bungoma,Long Rains,Beans,14.32,903.7,16.6,139.0,Improved Traditional,1.8
2001,Bungoma,Long Rains,Maize,9.29,831.9,17.0,139.0,Hybrid,3.15
2001,Bungoma,Short Rains,Beans,5.36,718.4,16.8,139.0,Hybrid,2.5
2001,Bungoma,Short Rains,Maize,6.14,712.9,18.9,139.0,Improved Traditional,4.41
2001,Kakamega,Long Rains,Beans,6.65,1469.6,19.8,94.2,Hybrid,1.31
2001,Kakamega,Long Rains,Maize,5.76,1412.1,19.2,94.2,Hybrid,4.45
2001,Kakamega,Short Rains,Beans,3.71,387.4,21.2,94.2,Hybrid,0.28
2001,Kakamega,Short Rains,Maize,12.01,380.5,17.7,94.2,Hybrid,0.48
2001,Kisii,Long Rains,Beans,8.43,976.5,19.5,58.9,Traditional,1.25
2001,Kisii,Long Rains,Maize,9.33,1264.9,19.3,58.9,Traditional,2.11
2001,Kisii,Short Rains,Beans,11.42,906.9,19.0,58.9,Traditional,1.16
2001,Kisii,Short Rains,Maize,4.59,280.2,19.3,58.9,Hybrid,0.24
2001,Nyamira,Long Rains,Beans,11.02,1674.2,18.3,153.9,Hybrid,5.27
2001,Nyamira,Long Rains,Maize,6.32,1910.9,18.2,153.9,Improved Traditional,6.71
2001,Nyamira,Short Rains,Beans,4.41,853.0,19.9,153.9,Hybrid,2.15
2001,Nyamira,Short Rains,Maize,9.35,653.1,19.3,153.9,Traditional,1.2
2001,Vihiga,Long Rains,Beans,10.06,1019.2,20.2,76.4,Traditional,1.8
2001,Vihiga,Long Rains,Maize,10.95,1048.7,18.2,76.4,Improved Traditional,2.5
2001,Vihiga,Short Rains,Beans,6.2,532.7,19.7,76.4,Traditional,0.2
2001,Vihiga,Short Rains,Maize,3.78,584.7,19.8,76.4,Traditional,0.75
2001,Bomet,Long Rains,Beans,10.38,1161.1,16.5,80.6,Hybrid,1.16
2001,Bomet,Long Rains,Maize,7.46,1193.4,16.5,80.6,Hybrid,4.31
2001,Bomet,Long Rains,Tea,11.69,1197.4,17.2,80.6,Hybrid,2.51
2001,Bomet,Long Rains,Potatoes,3.91,956.0,20.0,80.6,Improved Traditional,5.51
2001,Bomet,Short Rains,Beans,14.74,751.2,17.6,80.6,Hybrid,1.38
2001,Bomet,Short Rains,Maize,14.72,963.5,15.6,80.6,Hybrid,3.07
2001,Bomet,Short Rains,Tea,7.6,833.0,18.1,80.6,Hybrid,4.59
2001,Bomet,Short Rains,Potatoes,5.56,663.5,16.0,80.6,Hybrid,5.38
2001,Kericho,Long Rains,Beans,9.61,690.9,18.6,95.1,Hybrid,1.16
2001,Kericho,Long Rains,Maize,7.48,1218.9,17.2,95.1,Hybrid,3.83
2001,Kericho,Long Rains,Tea,14.04,1613.9,15.9,95.1,Hybrid,8.54
2001,Kericho,Short Rains,Beans,7.93,877.9,17.3,95.1,Hybrid,1.28
2001,Kericho,Short Rains,Maize,2.77,626.0,15.6,95.1,Improved Traditional,0.35
2001,Kericho,Short Rains,Tea,6.17,821.7,18.1,95.1,Improved Traditional,1.1
2001,Nyeri,Long Rains,Beans,1.48,655.7,15.7,57.6,Traditional,0.54
2001,Nyeri,Long Rains,Maize,0.78,1129.3,15.3,57.6,Traditional,1.71
2001,Nyeri,Long Rains,Tea,0.82,934.6,13.4,57.6,Traditional,1.47
2001,Nyeri,Long Rains,Coffee,2.61,889.5,15.9,57.6,Traditional,1.91
2001,Nyeri,Short Rains,Beans,4.87,526.5,15.3,57.6,Improved Traditional,0.61
2001,Nyeri,Short Rains,Maize,14.01,731.4,13.1,57.6,Improved Traditional,0.95
2001,Nyeri,Short Rains,Tea,14.05,213.0,19.2,57.6,Traditional,0.2
2001,Nyeri,Short Rains,Coffee,1.61,363.2,15.1,57.6,Improved Traditional,0.36
2001,Muranga,Long Rains,Beans,12.86,1136.5,18.3,74.3,Hybrid,1.94
2001,Muranga,Long Rains,Maize,14.15,627.5,18.3,74.3,Traditional,1.34
2001,Muranga,Long Rains,Tea,7.44,854.2,20.2,74.3,Improved Traditional,3.99
2001,Muranga,Long Rains,Coffee,8.55,1027.9,19.6,74.3,Hybrid,2.9
2001,Muranga,Short Rains,Beans,7.88,608.4,18.5,74.3,Improved Traditional,0.61
2001,Muranga,Short Rains,Maize,13.48,802.1,19.3,74.3,Improved Traditional,2.7
2001,Muranga,Short Rains,Tea,11.8,498.0,18.8,74.3,Traditional,1.57
2001,Muranga,Short Rains,Coffee,7.66,526.4,20.4,74.3,Improved Traditional,1.11
2001,Kiambu,Long Rains,Beans,11.14,916.5,16.6,62.2,Traditional,0.85
2001,Kiambu,Long Rains,Maize,2.73,715.2,18.0,62.2,Traditional,1.7
2001,Kiambu,Long Rains,Coffee,1.78,746.1,19.3,62.2,Traditional,2.2
2001,Kiambu,Short Rains,Beans,13.53,585.6,19.5,62.2,Traditional,0.93
2001,Kiambu,Short Rains,Maize,11.92,585.5,16.6,62.2,Traditional,1.17
2001,Kiambu,Short Rains,Coffee,5.85,500.5,17.4,62.2,Traditional,0.98
2001,Kirinyaga,Long Rains,Beans,8.61,590.8,17.2,52.3,Traditional,0.83
2001,Kirinyaga,Long Rains,Maize,2.8,560.2,19.2,52.3,Hybrid,1.51
2001,Kirinyaga,Long Rains,Coffee,2.19,890.4,19.4,52.3,Hybrid,2.58
2001,Kirinyaga,Long Rains,Rice,7.85,868.2,19.6,52.3,Hybrid,1.42
2001,Kirinyaga,Short Rains,Beans,7.39,496.7,17.9,52.3,Hybrid,0.4
2001,Kirinyaga,Short Rains,Maize,5.85,167.6,18.1,52.3,Improved Traditional,0.2
2001,Kirinyaga,Short Rains,Coffee,8.68,366.5,19.9,52.3,Traditional,0.27
2001,Kirinyaga,Short Rains,Rice,8.56,440.5,14.7,52.3,Traditional,0.27
2001,Embu,Long Rains,Beans,9.77,709.0,19.7,73.5,Traditional,1.94
2001,Embu,Long Rains,Maize,3.02,378.9,17.2,73.5,Hybrid,2.0
2001,Embu,Long Rains,Coffee,2.02,656.3,19.9,73.5,Traditional,0.78
2001,Embu,Short Rains,Beans,14.93,460.5,19.2,73.5,Traditional,0.55
2001,Embu,Short Rains,Maize,10.79,319.5,21.2,73.5,Hybrid,0.8
2001,Embu,Short Rains,Coffee,14.86,50.0,19.1,73.5,Improved Traditional,0.2
2001,Meru,Long Rains,Beans,8.76,1208.3,18.1,65.2,Traditional,1.23
2001,Meru,Long Rains,Maize,1.74,763.1,19.4,65.2,Traditional,3.88
2001,Meru,Long Rains,Coffee,11.71,493.8,18.2,65.2,Traditional,0.93
2001,Meru,Long Rains,Potatoes,12.87,765.0,17.7,65.2,Hybrid,6.89
2001,Meru,Short Rains,Beans,4.67,612.7,18.1,65.2,Traditional,0.8
2001,Meru,Short Rains,Maize,12.05,573.4,17.4,65.2,Hybrid,1.62
2001,Meru,Short Rains,Coffee,2.13,595.2,17.6,65.2,Improved Traditional,2.04
2001,Meru,Short Rains,Potatoes,0.72,375.4,17.7,65.2,Traditional,2.4
2001,Tharaka-Nithi,Long Rains,Beans,5.59,522.7,20.4,66.4,Traditional,1.05
2001,Tharaka-Nithi,Long Rains,Maize,9.33,432.2,18.8,66.4,Hybrid,1.52
2001,Tharaka-Nithi,Short Rains,Beans,14.0,488.0,20.7,66.4,Traditional,0.63
2001,Tharaka-Nithi,Short Rains,Maize,9.41,368.3,20.0,66.4,Traditional,2.07
2001,Nyandarua,Long Rains,Beans,6.77,838.0,14.1,97.6,Traditional,0.72
2001,Nyandarua,Long Rains,Maize,0.83,1179.7,14.2,97.6,Hybrid,1.91
2001,Nyandarua,Long Rains,Potatoes,1.17,1009.9,16.3,97.6,Hybrid,10.96
2001,Nyandarua,Short Rains,Beans,6.53,398.2,14.7,97.6,Traditional,0.23
2001,Nyandarua,Short Rains,Maize,9.37,495.6,14.8,97.6,Traditional,1.31
2001,Nyandarua,Short Rains,Potatoes,5.01,639.7,17.0,97.6,Hybrid,3.46
2001,Nairobi,Long Rains,Beans,3.18,564.8,20.2,37.2,Traditional,0.46
2001,Nairobi,Long Rains,Maize,8.73,787.2,18.3,37.2,Hybrid,1.19
2001,Nairobi,Short Rains,Beans,9.66,394.1,18.3,37.2,Hybrid,0.23
2001,Nairobi,Short Rains,Maize,7.27,292.7,18.1,37.2,Improved Traditional,0.22
2001,Machakos,Long Rains,Sorghum,11.7,873.8,21.0,49.1,Traditional,0.6
2001,Machakos,Long Rains,Beans,10.75,462.5,22.2,49.1,Hybrid,0.71
2001,Machakos,Long Rains,Maize,2.86,427.7,21.1,49.1,Improved Traditional,1.25
2001,Machakos,Short Rains,Sorghum,9.6,339.5,21.1,49.1,Traditional,0.32
2001,Machakos,Short Rains,Beans,3.91,307.8,22.9,49.1,Improved Traditional,0.24
2001,Machakos,Short Rains,Maize,3.06,629.7,22.6,49.1,Hybrid,1.95
2001,Makueni,Long Rains,Sorghum,7.34,352.7,23.4,38.7,Hybrid,0.43
2001,Makueni,Long Rains,Beans,6.72,323.2,23.7,38.7,Hybrid,0.36
2001,Makueni,Long Rains,Maize,4.16,642.9,24.1,38.7,Improved Traditional,1.56
2001,Makueni,Short Rains,Sorghum,12.71,52.1,23.7,38.7,Traditional,0.2
2001,Makueni,Short Rains,Beans,8.44,640.7,26.4,38.7,Traditional,0.34
2001,Makueni,Short Rains,Maize,1.4,234.2,23.7,38.7,Improved Traditional,0.21
2001,Kitui,Long Rains,Sorghum,14.38,187.1,25.2,20.1,Hybrid,0.2
2001,Kitui,Long Rains,Beans,6.58,777.0,23.8,20.1,Traditional,0.27
2001,Kitui,Long Rains,Maize,10.0,677.4,24.0,20.1,Traditional,0.99
2001,Kitui,Short Rains,Sorghum,11.65,163.4,25.1,20.1,Improved Traditional,0.2
2001,Kitui,Short Rains,Beans,9.57,550.2,23.5,20.1,Improved Traditional,0.33
2001,Kitui,Short Rains,Maize,6.02,234.2,21.8,20.1,Hybrid,0.23
2001,Mombasa,Long Rains,Beans,7.21,844.0,27.1,32.6,Traditional,0.2
2001,Mombasa,Long Rains,Maize,3.56,989.4,28.9,32.6,Hybrid,0.77
2001,Mombasa,Short Rains,Beans,14.14,461.2,29.4,32.6,Hybrid,0.2
2001,Mombasa,Short Rains,Maize,11.84,921.6,29.6,32.6,Traditional,0.45
2001,Kilifi,Long Rains,Beans,2.38,681.8,29.2,21.9,Traditional,0.2
2001,Kilifi,Long Rains,Maize,13.25,751.7,26.7,21.9,Improved Traditional,1.18
