year,rainfall_mm,avg_temp_c,fertiliser_use_kg_ha,yield_tonnes_ha,temperature_stress,input_intensity,log_area,season_enc,crop_Cassava,crop_Coffee,crop_Maize,crop_Potatoes,crop_Rice,crop_Sorghum,crop_Tea,crop_Wheat,seed_variety_Improved Traditional,seed_variety_Traditional,rainfall_category_Semi-Arid,rainfall_category_Sub-Humid,rainfall_category_Humid,county_avg_yield
1997,658.2,18.4,70.2,1.86,0,11.9185,1.9300710850255671,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.391
1997,402.4,17.0,70.2,1.99,0,43.0675,0.9669838461896731,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.391
1997,493.8,18.6,70.2,0.79,0,11.3776,1.969905654611529,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.391
1997,702.2,16.9,70.2,2.26,0,4.7273,2.7631695003232895,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.391
1997,535.9,18.3,54.0,0.52,0,11.3924,1.747459210331475,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.144
1997,455.8,15.3,54.0,0.84,0,7.3871,2.1174596088673567,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.144
1997,444.3,20.2,54.0,0.73,0,8.9256,1.9530276168241774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.144
1997,512.7,17.9,54.0,1.03,0,5.6426,2.3580197998821464,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.144
1997,1001.9,20.1,66.7,2.51,0,6.0969,2.479894107964456,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.602
1997,1077.9,18.5,66.7,1.66,0,18.3747,1.5325568680981427,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.602
1997,651.3,19.7,66.7,1.9,0,4.5779,2.745345985845907,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.602
1997,879.5,20.5,66.7,1.77,0,5.5769,2.561867690924129,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.602
1997,519.0,20.4,66.7,0.73,0,20.0904,1.463255402256019,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.602
1997,584.2,19.2,66.7,1.77,0,8.5954,2.1701959049483,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.602
1997,493.1,20.6,66.7,0.61,0,12.8516,1.8229350866965048,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.602
1997,346.5,21.8,66.7,0.46,0,5.5816,2.5610957881455465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.602
1997,300.2,29.2,34.2,0.2,0,9.5798,1.5195132049061133,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.243
1997,313.5,30.9,34.2,0.28,1,4.7303,2.1077860146889784,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.243
1997,266.4,29.6,34.2,0.2,0,12.6199,1.3110318766193438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.243
1997,137.2,31.4,34.2,0.2,1,2.695,2.6166656393003573,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.243
1997,142.1,30.1,19.5,0.2,1,1.712,2.516889695641051,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.212
1997,226.9,32.3,19.5,0.2,1,2.2084,2.285438934159075,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.212
1997,50.0,31.5,19.5,0.2,1,5.6034,1.4996230464268938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.212
1997,282.7,31.6,19.5,0.2,1,1.4851,2.6483001966964363,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.212
1998,1150.8,15.7,68.0,2.14,0,6.0284,2.5079719227189963,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.582
1998,1305.8,16.8,68.0,2.13,0,26.4591,1.2725655957915476,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3.582
1998,1458.2,17.6,68.0,3.62,0,4.6322,2.7523860149222616,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.582
1998,678.1,19.5,68.0,2.55,0,9.5105,2.0980179272527715,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3.582
1998,365.0,17.9,68.0,0.2,0,4.5946,2.760009940032921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.582
1998,823.1,17.1,68.0,3.56,0,21.7252,1.4182774069729414,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.582
1998,1166.0,17.6,126.6,11.57,0,56.0177,1.1817271953786161,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.069
1998,1299.3,16.4,126.6,3.23,0,11.966,2.449279472144849,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.069
1998,1202.0,16.0,126.6,6.81,0,33.4921,1.5644405465033644,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4.069
1998,198.5,15.4,126.6,0.63,0,42.2,1.3862943611198906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.069
1998,1099.2,15.7,126.6,2.0,0,14.9117,2.2502386126218363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.069
1998,1250.1,17.6,126.6,7.19,0,26.7089,1.747459210331475,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.069
1998,755.8,17.9,81.4,4.52,0,18.2921,1.6956156086751528,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.973
1998,1110.4,18.8,81.4,2.57,0,13.129,1.9740810260220096,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.973
1998,1129.0,19.3,81.4,8.71,0,15.1583,1.851599469584072,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.973
1998,1055.7,19.1,81.4,10.57,0,25.3583,1.43746264769429,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.973
1998,396.7,20.5,81.4,0.58,0,8.0197,2.411439497906128,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.973
1998,826.8,20.4,81.4,2.21,0,11.166,2.1150499691472033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.973
1998,644.0,19.0,81.4,2.72,0,63.1008,0.8285518175661483,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.973
1998,863.3,18.4,81.4,6.11,0,119.7059,0.5187937934151675,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3.973
1998,1064.2,17.1,97.2,2.35,0,36.4045,1.3001916620664788,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.798
1998,1586.0,18.7,97.2,6.46,0,23.1429,1.6486586255873816,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2.798
1998,1157.1,16.8,97.2,4.36,0,10.4741,2.330200260027019,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.798
1998,1013.3,19.3,97.2,1.9,0,12.8742,2.145931282948669,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.798
1998,607.0,19.0,97.2,4.65,0,9.3462,2.4336133554004498,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.798
1998,960.6,18.0,97.2,4.89,0,8.2443,2.548663615590751,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2.798
1998,1182.1,19.1,81.6,2.1,0,7.4114,2.485739636091892,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.502
1998,1077.8,18.1,81.6,4.18,0,8.9474,2.3145136638593193,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.502
1998,739.7,18.1,81.6,1.47,0,13.3333,1.9629077254238845,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.502
1998,871.4,17.5,81.6,3.65,0,23.1818,1.5085119938441398,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.502
1998,1521.8,17.6,125.7,4.36,0,79.0566,0.9516578757114464,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.346
1998,1931.9,16.7,125.7,1.1,0,27.8097,1.7083778602890038,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2.346
1998,317.7,20.6,125.7,0.26,0,13.5892,2.327277705584417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.346
1998,826.7,19.8,125.7,4.67,0,29.3007,1.665818245870208,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.346
1998,1438.2,18.9,103.6,3.46,0,37.5362,1.324418957401803,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.552
1998,1904.6,17.9,103.6,4.12,0,18.1754,1.9021075263969205,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.552
1998,1122.9,19.6,103.6,2.31,0,13.6137,2.152924318439639,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.552
1998,1175.8,19.5,103.6,2.59,0,16.0124,2.010894999144726,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.552
1998,2067.5,19.5,95.5,3.4,0,17.3321,1.873339456220478,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.398
1998,1219.8,17.8,95.5,3.29,0,9.0521,2.446685436967803,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.398
1998,1275.5,17.5,95.5,1.32,0,20.276,1.742219023667919,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.398
1998,1282.2,17.1,95.5,2.68,0,11.4784,2.2321626286975,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.398
1998,1979.5,20.4,72.6,2.58,0,10.431,2.0744289998562917,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.579
1998,1335.1,18.2,72.6,4.65,0,47.1429,0.9321640810304452,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.579
1998,1012.4,18.1,72.6,0.98,0,13.4694,1.8547342683894434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.579
1998,1270.4,20.1,72.6,5.08,0,6.5583,2.4907230351094403,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.579
1998,1642.8,17.3,94.9,1.37,0,9.7134,2.3767644911682972,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3.983
1998,1422.1,16.0,94.9,4.28,0,10.4515,2.3105532626432224,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.983
1998,1708.4,17.9,94.9,6.91,0,35.2788,1.3056264580524357,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3.983
1998,1289.8,15.8,94.9,11.01,0,8.2955,2.5209170873110334,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.983
1998,946.1,17.0,94.9,1.41,0,13.31,2.0955609235597192,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.983
1998,625.6,16.6,94.9,1.38,0,9.396,2.4069451083182885,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.983
1998,876.5,18.2,94.9,5.19,0,11.0093,2.263844264677615,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.983
1998,909.0,17.8,94.9,7.07,0,7.7343,2.5855058483441162,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3.983
1998,1247.2,16.8,140.9,2.09,0,14.6618,2.3617969526258915,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.733
1998,1327.2,15.8,140.9,3.04,0,10.144,2.7006898466959175,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2.733
1998,1761.0,19.1,140.9,5.79,0,18.5884,2.149433913499871,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2.733
1998,937.2,16.8,140.9,2.18,0,154.8352,0.6471032420585384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.733
1998,939.3,17.4,140.9,3.46,0,14.0619,2.3997118037247684,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.733
1998,1301.3,17.3,140.9,7.45,0,52.3792,1.3056264580524357,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.733
1998,1316.4,17.8,41.5,1.38,0,4.3229,2.3608540011180215,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.242
1998,909.8,16.6,41.5,1.03,0,3.8038,2.477378383367209,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1.242
1998,1025.8,15.5,41.5,0.66,0,13.474,1.4060969884160703,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1.242
1998,954.0,16.3,41.5,1.52,0,4.0058,2.4300984132930052,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1.242
1998,287.5,16.1,41.5,0.2,0,8.7553,1.747459210331475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.242
1998,711.9,15.5,41.5,1.84,0,6.3846,2.0149030205422647,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.242
1998,569.3,18.3,41.5,0.79,0,3.9151,2.451005098112319,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.242
1998,506.9,16.9,41.5,0.42,0,5.5481,2.1377104498038118,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.242
1998,655.5,19.1,70.8,1.32,0,131.1111,0.43178241642553783,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.371
1998,967.1,18.1,70.8,2.93,0,26.9202,1.2892326482767593,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1.371
1998,761.2,18.4,70.8,2.73,0,5.0463,2.710048203764883,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1.371
1998,854.6,18.1,70.8,2.32,0,12.6203,1.888583653863595,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.371
1998,560.4,16.8,70.8,0.77,0,14.5679,1.7681496035889213,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.371
1998,701.9,16.7,70.8,1.34,0,5.4969,2.6304489550786583,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.371
1998,350.9,20.9,70.8,0.47,0,10.0855,2.081938421878423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.371
1998,634.0,16.3,70.8,1.19,0,5.3596,2.6539459421090092,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.371
1998,987.3,18.4,29.1,0.65,0,3.9918,2.1150499691472033,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.987
1998,792.5,16.3,29.1,1.24,0,3.6194,2.201659174404085,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.987
1998,440.0,16.9,29.1,0.92,0,3.2405,2.300583090323373,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.987
1998,840.4,18.8,29.1,1.24,0,4.949,1.9286186519452522,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.987
1998,393.1,18.3,29.1,1.37,0,2.5415,2.5217206229107165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.987
1998,645.0,19.3,29.1,0.81,0,13.5349,1.1474024528375417,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.987
1998,1016.4,18.0,50.5,0.73,0,5.0149,2.4042387467205457,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.215
1998,981.4,18.1,50.5,3.01,0,6.5927,2.1587147225743437,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.215
1998,1259.8,20.4,50.5,2.35,0,4.2437,2.5572273113676265,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1.215
1998,1162.4,15.2,50.5,1.36,0,38.5496,0.8372475245337022,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1.215
1998,848.4,18.2,50.5,1.19,0,7.5599,2.038619547159581,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.215
1998,764.0,17.2,50.5,0.58,0,5.2277,2.3664984187376983,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.215
1998,584.7,19.8,50.5,1.57,0,6.1286,2.2235418856535927,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.215
1998,373.4,18.7,50.5,0.51,0,17.0608,1.3762440252663892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.215
1998,651.6,18.7,45.0,1.03,0,5.5215,2.21375387928743,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.367
1998,886.6,19.4,45.0,3.6,0,6.4841,2.0719132752590443,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.367
1998,1012.2,18.9,45.0,1.12,0,3.0801,2.7479117345273405,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1.367
1998,483.4,20.6,45.0,0.62,0,81.8182,0.4382549309311553,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.367
1998,271.9,20.6,45.0,0.64,0,5.7692,2.174751721484161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.367
1998,480.8,19.8,45.0,0.96,0,15.3061,1.3711807233098425,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.367
1998,713.9,17.2,68.8,1.04,0,12.5319,1.8702625307159986,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.854
1998,848.2,16.2,68.8,2.6,0,11.3531,1.9544450515051506,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.854
1998,915.4,17.6,68.8,2.5,0,11.8417,1.918392120161421,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1.854
1998,642.8,18.8,68.8,6.37,0,4.7745,2.7350166493320245,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.854
1998,764.6,17.6,68.8,1.09,0,10.5684,2.0162354657760435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.854
1998,642.1,17.8,68.8,3.88,0,63.7037,0.7323678937132266,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.854
1998,472.3,16.5,68.8,0.67,0,13.9837,1.7783364488959144,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.854
1998,225.7,17.7,68.8,0.97,0,7.0928,2.3702437414678603,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.854
1998,985.6,20.7,55.9,1.48,0,8.3683,2.038619547159581,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.181
1998,577.2,20.7,55.9,2.24,0,3.795,2.7555697170701863,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.181
1998,504.7,19.5,55.9,0.7,0,12.4777,1.7011051009599243,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.181
1998,652.4,19.4,55.9,1.75,0,16.8373,1.463255402256019,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.181
1998,1405.6,17.4,115.4,1.69,0,8.3866,2.6919208191723265,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.861
1998,1419.2,15.4,115.4,4.82,0,8.0812,2.7265447837383743,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.861
1998,1306.9,16.2,115.4,14.0,0,9.1081,2.6152036507358583,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3.861
1998,706.3,15.6,115.4,0.62,0,30.4485,1.5665304114228238,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.861
1998,422.9,15.2,115.4,0.53,0,38.9865,1.3762440252663892,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.861
1998,604.2,13.9,115.4,7.89,0,33.8416,1.4838746894587547,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.861
1998,925.1,17.6,32.4,0.89,0,2.2253,2.7447035187502458,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.496
1998,682.9,18.4,32.4,1.28,0,17.8022,1.0367368849500223,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.496
1998,244.3,16.7,32.4,0.2,0,2.25,2.7343675094195836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.496
1998,597.2,17.8,32.4,0.63,0,22.1918,0.9001613499442714,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.496
1998,1019.5,22.8,61.9,1.68,0,6.0746,2.4150205223238337,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.89
1998,498.9,24.3,61.9,0.33,0,4.3901,2.714694743820879,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.89
1998,567.2,20.4,61.9,2.31,0,29.061,1.1410330045520618,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.89
1998,468.1,24.0,61.9,1.0,0,14.3619,1.6695918352538475,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.89
1998,240.2,21.3,61.9,0.2,0,19.9677,1.410986973710262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89
1998,259.9,23.4,61.9,0.71,0,12.0898,1.8115620965242347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.89
1998,557.1,24.5,23.7,0.34,0,2.8832,2.2213750375685026,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0.48
1998,318.3,22.8,23.7,0.28,0,6.4402,1.5432981099295553,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.48
1998,783.0,22.1,23.7,1.39,0,12.8108,1.0473189942805592,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.48
1998,425.0,22.5,23.7,0.29,0,6.0459,1.5933085305042167,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.48
1998,388.9,26.2,23.7,0.27,0,1.5863,2.768831673362069,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.48
1998,64.8,24.3,23.7,0.2,0,41.5789,0.4510756193602166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
1998,687.9,26.2,29.8,0.83,0,3.1009,2.3617969526258915,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.455
1998,720.6,25.2,29.8,0.55,0,9.1692,1.4469189829363254,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.455
1998,343.3,24.2,29.8,0.38,0,2.352,2.6152036507358583,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.455
1998,107.9,24.5,29.8,0.2,0,4.6059,2.010894999144726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.455
1998,340.6,25.1,29.8,0.21,0,25.2542,0.7793248768009976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.455
1998,399.5,25.9,29.8,0.67,0,5.5493,1.851599469584072,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.455
1998,777.5,30.8,28.0,0.2,1,5.1756,1.8578592709325787,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.266
1998,837.5,27.8,28.0,0.37,0,14.8936,1.0577902941478545,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.266
1998,667.5,29.4,28.0,0.2,0,2.7478,2.4150205223238337,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.266
1998,835.7,30.6,28.0,0.25,1,34.5679,0.5933268452777344,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.266
1998,620.6,26.5,26.9,0.2,0,2.4838,2.4706386779902956,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.661
1998,414.5,26.3,26.9,0.69,0,2.3011,2.540814281726296,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.661
1998,862.5,26.4,26.9,1.34,0,3.1352,2.259677591982769,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.661
1998,380.8,27.4,26.9,0.2,0,3.1797,2.247072383063787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661
1998,354.4,28.7,26.9,0.35,0,3.3667,2.196112848483529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.661
1998,224.8,27.6,26.9,0.26,0,3.2254,2.234306252240751,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.661
1998,1031.8,26.0,5.6,0.2,0,0.7226,2.169053700369523,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.678
1998,989.9,27.6,5.6,0.77,0,0.4188,2.6651427000909336,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.678
1998,1153.5,28.7,5.6,0.62,0,0.5567,2.403334996094189,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0.678
1998,650.0,26.9,5.6,0.2,0,1.0707,1.8293763327993617,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.678
1998,210.4,27.4,5.6,0.2,0,0.4334,2.6333266549062735,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.678
1998,451.3,25.8,5.6,0.56,0,0.4452,2.60859812213055,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.678
1998,626.4,31.4,23.0,0.2,1,2.7611,2.2332350148592526,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.341
1998,340.4,30.3,23.0,0.2,1,1.7584,2.644755350729896,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.341
1998,383.9,28.1,23.0,0.34,0,4.0636,1.8961194845522977,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.341
1998,198.6,27.8,23.0,0.2,0,1.873,2.5862591440482876,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.341
1998,511.7,29.1,23.0,0.42,0,30.6667,0.5596157879354227,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.341
1998,658.5,30.2,23.0,0.96,1,2.3711,2.3702437414678603,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.341
1998,971.5,28.8,23.0,0.2,0,3.2999,2.075684492802124,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.339
1998,1132.9,26.3,23.0,0.86,0,2.3983,2.359910159613315,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.339
1998,461.2,28.4,23.0,0.2,0,19.8276,0.7701082216960736,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.339
1998,356.7,29.9,23.0,0.2,0,5.2752,1.6789639750827108,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.339
1998,746.5,23.3,11.8,0.27,0,5.2212,1.1817271953786161,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.628
1998,752.6,23.8,11.8,0.82,0,0.9001,2.6468837658647226,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.628
1998,388.6,24.5,11.8,0.2,0,2.7378,1.6695918352538475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.628
1998,439.0,23.0,11.8,0.66,0,1.9125,1.969905654611529,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.628
1998,322.1,32.8,24.0,0.44,1,4.0134,1.9430489167742813,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.251
1998,326.5,32.4,24.0,0.2,1,6.3325,1.5665304114228238,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.251
1998,378.7,33.6,24.0,0.48,1,2.0202,2.5556757206762075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.251
1998,276.1,32.4,24.0,0.41,1,3.6364,2.028148247292285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.251
1998,87.0,33.1,24.0,0.2,1,2.934,2.217027204632399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.251
1998,148.3,32.9,24.0,0.2,1,8.7273,1.3217558399823195,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.251
1998,230.3,30.7,30.7,0.43,1,16.776,1.0402767116551463,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.239
1998,407.8,33.7,30.7,0.2,1,3.2521,2.3456445824544927,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.239
1998,270.1,32.9,30.7,0.2,1,3.7439,2.2192034840549946,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.239
1998,231.8,34.5,30.7,0.3,1,7.0575,1.6770965609079151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.239
1998,314.1,32.6,30.7,0.2,1,2.2007,2.7047112998366956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.239
1998,105.6,32.0,30.7,0.2,1,10.6597,1.355835153635182,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.239
1998,298.3,33.4,25.9,0.45,1,3.3724,2.1610215286722587,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.215
1998,102.7,37.1,25.9,0.2,1,6.1229,1.6544112780768316,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.215
1998,106.4,33.5,25.9,0.2,1,3.0116,2.2617630984737906,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.215
1998,169.2,34.4,25.9,0.2,1,3.0687,2.244955980157409,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.215
