Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,LogMonthlyIncome,YearsPerCompany,PromotionLag,IncomePerYear,HighRiskProfile
50,0,1,1046,10,3,4,1,100,2,3,4,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.258844781,3.333333333,-2,499.81,0
40,1,1,575,22,2,3,1,68,2,2,3,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.761080104,4,-3,708.89,0
31,0,1,408,9,4,3,1,42,2,1,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.885329239,3,0,664.25,0
21,1,1,156,12,3,3,0,90,4,1,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.907283609,1,0,1358,0
29,0,1,1283,23,3,4,1,54,3,1,4,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.697121317,0.666666667,-1,314.43,0
35,0,1,755,9,4,3,1,97,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.785845338,1.111111111,-1,594.55,0
27,0,1,1469,1,2,4,1,82,3,1,2,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.247220053,5,-2,636,0
28,0,1,304,9,4,2,1,92,3,2,4,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.56674497,7,-5,656.62,0
49,0,1,1261,7,3,2,1,31,2,3,3,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.302554856,3.25,-2,406.11,0
51,0,1,1178,14,2,3,0,87,3,2,4,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.504513138,4.5,-7,259.79,0
36,0,1,329,2,3,4,0,96,3,1,3,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.841492924,1.5,0,363.29,0
34,1,0,1362,19,3,1,1,67,4,2,4,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8.576405051,1.125,-2,530.4,0
55,0,1,1311,2,3,3,0,97,3,4,4,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.720765916,15,-3,537.39,0
24,0,1,1371,10,4,4,0,77,3,2,3,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.357259153,5,-2,710,0
30,0,1,202,2,1,3,1,72,3,1,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7.814803429,1,0,1238,0
26,1,2,575,3,1,3,1,73,3,1,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.040124664,7,-4,387.75,1
22,0,1,253,11,3,1,0,43,3,1,2,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7.7164608,2,0,748,0
36,0,1,164,2,2,2,1,61,2,3,3,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8.935508712,10,0,690.55,0
30,1,2,464,4,3,3,1,40,3,1,4,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7.734558844,0.333333333,0,571.25,1
37,0,1,1107,14,3,4,0,95,3,1,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.017966703,18,5,159.68,0
40,0,1,759,2,2,4,0,46,3,2,2,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.651024539,1.142857143,-3,635,0
42,0,1,201,1,4,2,0,95,3,1,1,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.854381211,2.666666667,-1,286.22,0
37,0,1,1305,10,4,3,1,49,3,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.3423635,9,0,220.89,0
43,0,1,982,12,3,1,1,59,2,4,2,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.570598887,25,-7,551.38,0
40,0,1,555,2,3,2,0,78,2,2,3,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.145839613,3.333333333,0,164.19,0
54,0,1,821,5,2,1,1,86,3,5,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9.873389105,6,-1,776.24,0
34,0,0,1381,4,4,3,0,72,3,2,3,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.785539528,0.666666667,-1,934,0
31,0,1,480,7,2,2,0,31,3,2,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.367996885,13,-7,307.57,0
43,0,2,313,21,3,4,1,61,3,1,4,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.722677516,1.142857143,-1,250.89,0
43,0,1,1473,8,4,3,0,74,3,2,3,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.416930769,2,-2,502.44,0
25,0,1,891,4,2,2,0,99,2,2,4,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.409162447,5,-3,747.83,0
37,0,0,1063,25,5,2,0,72,3,2,3,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8.400659375,5,-1,278.06,0
31,0,1,329,1,2,4,1,98,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.704811923,4,1,443.6,0
39,0,2,1218,1,1,2,1,52,3,5,3,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.862561386,21,-7,872.59,0
56,0,2,906,6,3,3,0,86,4,4,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9.488956472,4,0,357.08,0
30,0,1,1082,12,3,2,0,83,3,2,3,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.791486027,6,0,939.57,0
41,0,1,645,1,3,2,1,49,4,3,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.035153304,10,-7,762.91,0
28,0,1,1300,17,2,3,1,79,3,2,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.42485858,10,1,414.36,0
25,1,1,688,3,3,1,1,91,3,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.30201781,1.2,-2,575.86,0
52,0,1,319,3,3,4,1,39,2,3,3,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.983439772,14,-4,274.79,0
45,0,1,192,10,2,1,1,69,3,1,4,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.884199934,2.666666667,-2,294.89,0
52,0,1,1490,4,2,4,0,30,3,4,4,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.714503853,15.5,-1,517.34,0
42,0,2,532,29,2,1,0,92,3,2,3,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.424419791,9.5,-4,227.8,0
30,0,1,317,2,3,3,0,43,1,2,4,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.714731714,5.5,-4,507.58,0
60,0,1,422,7,3,1,0,41,3,5,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.881599753,6.6,3,575.47,0
46,0,1,1485,18,3,3,0,87,3,2,3,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.478660242,9.5,-7,240.5,0
42,0,2,1368,28,4,4,0,88,2,2,4,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.417151837,7,-5,565.38,0
24,1,1,1448,1,1,1,0,62,3,1,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8.07184315,6,-2,457.43,0
34,1,2,296,6,2,4,0,33,1,1,3,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.763021309,3,-1,587.75,0
38,0,2,1490,2,2,4,1,42,3,1,4,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.440146681,1,0,851,0
40,0,1,1398,2,4,3,0,79,3,5,3,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.800457652,21,-14,820.05,0
26,0,1,1349,23,3,1,0,90,3,1,4,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.96797318,3,-2,721.5,0
30,0,0,1400,3,3,3,1,53,3,1,4,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.648739789,2.25,-2,209.7,0
29,0,1,986,3,4,2,1,93,2,3,3,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9.387314322,10,-2,1085,0
29,1,1,408,25,5,3,0,71,2,1,2,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7.842671475,1.2,-1,363.71,0
19,1,1,489,2,2,1,1,52,2,1,4,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.849713758,1,0,1282,0
30,0,0,1398,22,4,3,0,69,3,3,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9.037533408,10,-1,764.73,0
57,0,1,210,29,3,1,1,56,2,4,4,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.555276687,10.66666667,0,427.82,0
50,0,1,1099,29,4,2,1,88,2,4,3,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.743729514,28,5,587.79,0
30,0,0,1116,2,3,3,0,49,3,1,4,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.849713758,12,-1,197.23,0
60,0,2,1499,28,3,3,0,80,2,3,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.236690147,5.5,0,446.35,0
47,0,1,983,2,2,1,0,65,3,2,4,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.531293316,4,0,241.43,0
46,0,1,1009,2,3,1,1,51,3,4,3,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.79043083,4.333333333,-2,661.52,0
35,0,1,144,22,3,4,1,46,1,1,3,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.350193651,6,0,604.29,0
54,0,1,548,8,4,3,0,42,3,2,3,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.237743804,2.714285714,0,189,0
34,0,1,1303,2,4,4,1,62,2,1,3,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.926241523,4.666666667,2,184.53,0
46,0,1,1125,10,3,3,0,94,2,3,4,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.112948026,7.5,-1,566.94,0
31,0,1,1274,9,1,3,1,33,3,3,2,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.27322127,13,-8,760.57,0
33,1,1,1277,15,1,2,1,56,3,3,3,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.518633568,2.142857143,1,850.62,0
33,1,1,587,10,1,1,1,38,1,1,4,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.134174272,1.142857143,-2,378.67,0
30,0,1,413,7,1,4,1,57,3,1,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8.001019961,4,-1,596.6,0
35,0,1,1276,16,3,4,1,72,3,3,3,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.940236232,2.5,-7,693.82,0
31,1,2,534,20,3,1,1,66,3,3,3,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.192685437,4,0,755.69,0
34,1,2,988,23,3,2,0,43,3,3,1,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.205428328,1.222222222,-2,829.17,0
42,0,2,1474,5,2,2,1,97,3,1,3,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.646831391,2,0,232.56,0
36,0,0,635,10,4,2,1,32,3,3,4,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,9.208438565,10,6,907.27,0
22,1,2,1368,4,1,3,1,99,2,1,3,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,8.267448958,0.8,-1,778.8,1
48,0,1,163,2,5,2,0,37,3,2,4,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.306965865,7,-1,270.07,0
55,0,1,1117,18,5,1,0,83,3,4,2,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.73127473,12.33333333,-2,443.03,0
41,0,0,267,10,2,4,1,56,3,2,4,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.737292113,2.285714286,-2,366.47,0
35,0,1,619,1,3,2,1,85,3,2,3,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.45914026,1.666666667,-3,294.81,0
40,0,1,302,6,3,2,0,75,3,4,3,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.490846761,3.142857143,-1,575.52,0
39,0,2,443,8,1,3,0,48,3,1,3,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.23110984,8,-3,417.22,0
31,0,1,828,2,1,2,1,77,3,2,4,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.792245847,2.5,-5,598.36,0
42,0,1,319,24,3,4,1,56,3,3,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.910180778,10,-4,673.27,0
45,0,1,561,2,3,4,1,61,3,2,2,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,8.477620416,9,-4,480.5,0
26,1,2,426,17,4,2,0,58,3,1,3,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.91644286,8,-6,304.56,0
29,0,1,232,19,3,4,1,34,3,2,4,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.357728417,2,-1,473.56,0
33,0,1,922,1,5,1,0,95,4,4,3,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.691840166,2.5,-1,1471.27,0
31,0,1,688,7,3,3,1,44,2,3,4,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.355133117,1.111111111,-4,1050.64,0
18,1,2,1306,5,3,2,1,69,3,1,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7.538494999,0,0,1878,1
40,0,0,1094,28,3,3,1,58,1,3,1,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9.299541017,6.666666667,0,520.57,0
41,0,0,509,2,4,1,0,62,2,2,3,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.826441042,5,-7,619.18,0
26,0,1,775,29,2,1,1,45,3,2,3,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.367996885,1.6,0,478.44,0
35,0,1,195,1,3,1,0,80,3,2,3,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8.488793717,5,-4,809.83,0
34,0,1,258,21,4,4,1,74,4,2,4,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.58260633,10,-2,485.18,0
26,1,1,471,24,3,3,1,66,1,1,4,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7.758333467,1,0,1170,0
37,0,1,799,1,3,2,0,59,3,3,4,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8.921591064,3,-4,576.23,0
46,0,2,1034,18,1,1,0,86,3,3,3,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.261793654,5.6,-1,363,0
41,0,1,1276,2,5,2,0,91,3,4,1,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.716916981,3.142857143,-5,721.52,0
37,0,0,142,9,4,1,1,69,3,3,2,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9.086476385,9,2,883.4,0
52,0,1,956,6,2,4,1,78,3,2,1,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.626585568,6,-3,293.53,0
32,1,0,1474,11,4,4,1,60,4,2,3,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,8.457018468,0.75,-1,672.43,0
24,0,2,535,24,3,4,1,38,3,1,4,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7.783640596,3,0,600,0
38,0,1,1495,10,3,3,0,76,3,2,3,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.192685437,6,0,517.05,0
37,0,1,446,1,4,2,0,65,3,2,2,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.771525284,1.333333333,-1,716.33,0
49,0,1,1245,18,4,4,1,58,2,5,3,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.878323579,31,-9,609.44,0
24,0,1,691,23,3,2,1,89,4,1,4,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7.910590612,6,-4,389.29,0
26,0,1,703,28,2,1,1,66,3,2,2,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.744009988,6,-2,896,0
24,0,1,823,17,2,4,1,94,2,1,2,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.66293785,1,0,1063.5,0
50,0,2,1246,3,3,1,1,99,3,5,2,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.809231817,32,5,551.52,0
25,0,1,622,13,1,2,1,40,3,1,3,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7.648263031,7,-4,262,0
24,1,2,1287,7,3,1,0,55,3,1,3,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.96797318,6,-2,412.29,0
30,1,2,448,12,4,2,1,74,2,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.617759577,1,0,1016.5,0
34,0,1,254,1,2,2,1,83,2,1,4,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.195057691,6,-4,517.43,0
31,1,1,1365,13,4,2,1,46,3,2,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.350902452,4.5,0,423.3,0
35,0,1,538,25,2,1,1,54,2,2,4,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.211211362,2.25,-2,368.1,0
31,0,1,525,6,4,1,1,66,4,2,4,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.605387202,3.25,-2,390,0
27,0,1,798,6,4,1,0,66,2,1,3,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.690743164,6,-3,312.43,0
37,0,1,558,2,3,4,1,75,3,2,3,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.169830829,4.25,1,533.44,0
20,0,1,959,1,3,4,0,83,2,1,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.950502435,1,0,1418,0
42,0,1,622,2,4,3,0,81,3,2,4,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.316300249,10,0,371.73,0
43,0,1,782,6,4,2,1,50,2,4,4,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.7188433,5.25,0,755.77,0
38,0,1,362,1,1,3,0,43,3,1,1,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.870929597,2.666666667,0,291,0
43,0,2,1001,9,5,4,1,72,3,2,3,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.644706512,3.333333333,-3,516.27,0
